m,x,b,y
-51,99,-87,-5136
-85,85,68,-7157
-38,90,69,-3351
38,95,-42,3568
47,-10,10,-460
-58,40,-88,-2408
4,-91,-42,-406
100,-47,-78,-4778
-27,59,90,-1503
70,-7,-76,-566
-85,-45,69,3894
-57,33,82,-1799
44,-13,-85,-657
71,3,-85,128
100,-32,49,-3151
-73,3,-52,-271
-73,32,25,-2311
-24,69,-33,-1689
11,26,68,354
74,32,59,2427
-73,14,24,-998
-19,63,3,-1194
-45,63,99,-2736
-83,82,44,-6762
-95,22,-66,-2156
-10,-47,-41,429
-98,-3,-32,262
-80,56,48,-4432
90,22,9,1989
62,52,92,3316
-8,97,-99,-875
-89,45,16,-3989
-9,93,56,-781
-4,38,-47,-199
-85,-98,-48,8282
-25,29,-6,-731
54,-93,71,-4951
35,-51,23,-1762
-14,-96,-79,1265
65,-65,-84,-4309
25,-49,24,-1201
-74,17,31,-1227
44,-92,-67,-4115
28,57,-51,1545
61,-3,-73,-256
20,-40,16,-784
-1,-3,43,46
-39,26,78,-936
9,-91,-89,-908
9,-27,-71,-314
-38,32,20,-1196
96,96,-38,9178
99,35,-79,3386
-66,-22,13,1465
3,87,-95,166
-94,84,-11,-7907
-55,-16,8,888
-66,-26,26,1742
-9,65,11,-574
19,-69,33,-1278
-13,70,55,-855
43,48,-31,2033
17,-91,57,-1490
89,-85,-17,-7582
-18,64,38,-1114
-78,29,-85,-2347
-41,-16,-29,627
42,2,65,149
25,93,16,2341
-97,20,62,-1878
-94,-63,-69,5853
49,-21,49,-980
-28,-32,-96,800
78,98,-24,7620
-15,26,57,-333
-32,-56,76,1868
11,-67,1,-736
-98,64,52,-6220
30,65,-46,1904
-3,-96,57,345
-61,-58,36,3574
-46,72,-50,-3362
47,-42,-78,-2052
-55,-46,-5,2525
-63,-95,100,6085
-83,96,5,-7963
5,4,23,43
-34,-30,21,1041
24,-42,-22,-1030
30,13,-70,320
-85,-97,18,8263
87,-46,-20,-4022
78,-73,-100,-5794
24,-5,-65,-185
0,89,-16,-16
-24,-10,25,265
-35,-35,-97,1128
91,99,81,9090
58,-38,-56,-2260
24,-73,75,-1677
34,98,-42,3290
72,46,-6,3306
90,-8,12,-708
-64,77,82,-4846
86,13,42,1160
36,48,14,1742
-78,-94,98,7430
85,-21,-41,-1826
-23,5,90,-25
79,-4,-3,-319
-50,83,59,-4091
-48,-17,23,839
-24,-16,-42,342
20,-51,51,-969
70,-25,-91,-1841
6,56,-60,276
68,18,-32,1192
-63,82,17,-5149
21,-33,25,-668
-2,-3,-66,-60
-20,25,72,-428
-11,-81,-71,820
41,87,-94,3473
9,-51,-13,-472
13,26,67,405
71,64,-88,4456
46,81,-24,3702
96,32,49,3121
25,21,38,563
34,-62,66,-2042
-26,0,13,13
-40,-98,74,3994
-46,38,-27,-1775
-88,-55,-54,4786
43,38,24,1658
69,-68,34,-4658
64,61,4,3908
-58,-34,19,1991
81,75,-92,5983
-26,83,64,-2094
-100,58,35,-5765
-37,-79,45,2968
-65,-31,96,2111
4,91,-52,312
73,-65,-57,-4802
-65,-91,83,5998
-46,-47,96,2258
72,41,51,3003
-41,20,97,-723
17,53,-88,813
30,-59,41,-1729
42,0,16,16
62,0,28,28
96,-96,1,-9215
56,39,-29,2155
81,-3,-11,-254
-66,21,-46,-1432
40,-96,-72,-3912
-6,98,-89,-677
-45,-17,-47,718
51,-43,-36,-2229
-24,-12,-74,214
88,-77,100,-6676
78,-53,-32,-4166
-38,32,29,-1187
-34,-55,29,1899
74,-17,25,-1233
65,46,-1,2989
75,-15,-42,-1167
80,29,94,2414
55,-4,-25,-245
-87,0,14,14
-29,-89,-76,2505
-27,69,54,-1809
-78,-30,43,2383
-93,-56,-37,5171
62,22,60,1424
94,51,20,4814
52,20,-31,1009
-33,84,-84,-2856
37,-50,-89,-1939
-37,48,71,-1705
30,23,-47,643
13,-64,79,-753
-53,80,-39,-4279
10,-29,38,-252
-9,-25,-84,141
-22,31,-28,-710
-64,17,-87,-1175
75,59,-22,4403
-47,71,-74,-3411
-42,-94,41,3989
-89,58,32,-5130
90,-86,-67,-7807
87,-99,-99,-8712
23,66,63,1581
-48,-71,-96,3312
90,-11,53,-937
74,17,-75,1183
-64,8,-96,-608
-39,68,-91,-2743
6,14,21,105
38,-16,-94,-702
75,-34,-68,-2618
-95,-29,-20,2735
21,3,51,114
51,20,58,1078
-55,26,-27,-1457
87,71,-46,6131
75,89,64,6739
-56,-82,-38,4554
35,69,54,2469
44,83,66,3718
-17,-24,27,435
80,98,62,7902
61,96,78,5934
-22,-54,-50,1138
7,96,-45,627
62,-19,-11,-1189
-1,-29,30,59
19,-8,45,-107
-67,-62,65,4219
-28,-3,79,163
28,50,17,1417
46,-84,-81,-3945
51,14,75,789
99,24,-73,2303
73,-11,-87,-890
16,4,12,76
-2,80,-41,-201
-31,-42,-52,1250
28,85,17,2397
-81,100,20,-8080
33,-36,52,-1136
-97,-30,24,2934
-81,0,27,27
-1,76,-95,-171
26,69,-38,1756
-70,33,-22,-2332
-65,52,-56,-3436
50,67,-36,3314
73,-52,-11,-3807
-74,45,64,-3266
17,-98,61,-1605
91,53,-87,4736
-85,-10,-61,789
-93,-89,42,8319
15,43,-33,612
-20,95,-98,-1998
75,-86,33,-6417
-96,-54,-11,5173
-55,67,2,-3683
36,62,90,2322
25,49,-24,1201
47,8,46,422
12,-87,-89,-1133
84,92,-68,7660
82,-32,-62,-2686
49,-30,-25,-1495
70,0,-13,-13
-47,20,35,-905
-91,-41,10,3741
-41,72,95,-2857
-71,-5,94,449
-19,18,-26,-368
-79,-37,-40,2883
-2,-8,-35,-19
24,26,71,695
-86,42,-61,-3673
-11,43,83,-390
-99,-5,-10,485
-93,1,-30,-123
-24,-86,38,2102
-85,-93,-26,7879
50,77,75,3925
-43,-30,-53,1237
-1,89,-28,-117
-27,83,-84,-2325
72,20,-13,1427
-39,-24,87,1023
-60,98,-23,-5903
-81,96,21,-7755
-78,-47,73,3739
-53,-7,97,468
-74,94,81,-6875
87,-88,-61,-7717
-70,80,89,-5511
47,32,-74,1430
-51,13,-10,-673
83,-45,-27,-3762
31,-6,-31,-217
33,-97,-32,-3233
17,-69,98,-1075
-42,31,76,-1226
-71,8,-11,-579
30,-26,-28,-808
-9,-70,-18,612
78,-70,-97,-5557
86,-75,-59,-6509
-20,24,5,-475
-87,-92,60,8064
-68,-19,6,1298
-95,42,-66,-4056
-92,-74,-93,6715
-86,16,-36,-1412
-71,24,61,-1643
21,49,1,1030
75,75,-33,5592
-40,-10,-18,382
13,-59,80,-687
29,51,28,1507
-8,-22,-63,113
-35,0,-12,-12
29,25,-73,652
-19,59,100,-1021
-83,88,-100,-7404
70,42,98,3038
81,-74,76,-5918
-12,-30,-39,321
-7,66,0,-462
-15,99,80,-1405
9,30,-3,267
-62,-40,-45,2435
-83,37,12,-3059
-93,-92,-67,8489
92,-20,-14,-1854
-10,88,18,-862
-45,64,44,-2836
-23,-88,51,2075
87,-82,27,-7107
48,34,-84,1548
-40,-89,-26,3534
32,-43,23,-1353
33,25,38,863
-31,-65,-41,1974
-65,-38,-79,2391
-64,5,-3,-323
-94,-72,59,6827
30,-34,97,-923
-72,100,-78,-7278
-100,42,69,-4131
-4,37,-81,-229
71,2,-89,53
-13,-34,45,487
-26,-27,-39,663
54,-36,-7,-1951
27,79,-6,2127
-67,-38,24,2570
6,8,22,70
-59,41,-4,-2423
-19,51,81,-888
24,-1,8,-16
77,-89,-75,-6928
32,46,10,1482
-2,27,83,29
6,67,36,438
-35,-96,78,3438
30,79,-42,2328
-72,58,-84,-4260
90,63,-11,5659
-18,58,4,-1040
99,60,-75,5865
91,15,38,1403
12,61,-1,731
73,-63,-45,-4644
-84,16,38,-1306
-96,68,92,-6436
-64,-27,75,1803
-28,3,34,-50
82,-88,-31,-7247
-96,62,55,-5897
6,46,98,374
18,55,-81,909
29,-96,-17,-2801
40,33,42,1362
29,-16,48,-416
-96,-67,-98,6334
-23,-3,16,85
-89,-53,85,4802
-83,86,-31,-7169
18,-81,58,-1400
72,5,17,377
21,-10,-98,-308
60,11,-94,566
-96,-17,-20,1612
29,-35,-87,-1102
5,72,-13,347
-35,-28,87,1067
55,-14,-6,-776
58,-23,-89,-1423
-97,21,-16,-2053
24,-33,-4,-796
10,-14,18,-122
-44,-93,80,4172
-57,-84,-2,4786
-52,-98,38,5134
-52,21,-84,-1176
92,8,-1,735
1,92,94,186
-30,-83,-2,2488
-8,66,16,-512
-36,73,-36,-2664
51,37,-28,1859
20,-65,43,-1257
-30,16,10,-470
5,49,-32,213
-93,35,-89,-3344
63,-56,17,-3511
28,-15,-50,-470
3,-85,-67,-322
-20,-98,-29,1931
-79,5,-3,-398
-21,6,-10,-136
-72,-51,27,3699
-66,-85,-31,5579
76,-43,78,-3190
19,27,22,535
-86,-63,-59,5359
13,-45,18,-567
2,24,77,125
23,77,-91,1680
-5,-64,83,403
-68,-93,-28,6296
68,-94,99,-6293
-33,-91,-50,2953
-32,93,-16,-2992
-77,-37,26,2875
73,38,-36,2738
-17,-45,-97,668
33,93,-84,2985
-72,57,-2,-4106
-35,74,-13,-2603
-31,-87,-48,2649
85,-9,7,-758
5,0,-14,-14
78,80,84,6324
-96,-22,63,2175
-33,-24,3,795
88,60,24,5304
-34,29,-42,-1028
9,84,-76,680
-40,3,-24,-144
-74,-6,-54,390
60,10,27,627
86,35,-11,2999
-12,32,-9,-393
44,-82,51,-3557
-63,-91,-91,5642
-6,-11,-94,-28
95,-29,42,-2713
-15,-67,93,1098
55,-33,16,-1799
-60,24,-14,-1454
-78,19,-68,-1550
-12,-19,-69,159
-25,61,18,-1507
91,-80,21,-7259
15,95,-26,1399
-72,-43,72,3168
-42,31,-46,-1348
44,-34,-99,-1595
13,-24,-99,-411
6,-76,70,-386
-7,-15,29,134
-24,49,69,-1107
42,-11,68,-394
-64,-63,29,4061
67,90,69,6099
24,-3,40,-32
12,-97,67,-1097
42,-35,-41,-1511
77,12,26,950
-21,-67,-36,1371
-70,20,-70,-1470
35,-58,-14,-2044
-97,12,-49,-1213
16,83,-36,1292
-39,-12,-74,394
89,-26,59,-2255
-70,-99,78,7008
-46,-26,77,1273
14,66,-71,853
23,-96,89,-2119
32,52,48,1712
51,26,-79,1247
11,-93,45,-978
18,87,-69,1497
21,54,-32,1102
-70,43,-79,-3089
-33,32,48,-1008
-28,-42,55,1231
6,-48,-83,-371
26,-75,-81,-2031
55,-83,-64,-4629
-95,-12,64,1204
91,87,-10,7907
29,19,-96,455
77,96,-97,7295
90,-7,86,-544
16,25,64,464
-83,79,-74,-6631
-83,28,75,-2249
-63,27,-8,-1709
79,-40,29,-3131
-17,31,42,-485
45,-89,-49,-4054
25,-56,36,-1364
-16,73,-69,-1237
47,72,88,3472
-88,-59,-53,5139
-65,86,-61,-5651
81,-48,-27,-3915
-87,-10,-36,834
74,-10,-37,-777
48,-100,64,-4736
18,-71,-76,-1354
57,12,77,761
34,-80,43,-2677
-67,-32,-41,2103
95,6,44,614
-2,-58,-75,41
14,-15,-60,-270
-29,91,-19,-2658
10,70,-63,637
-83,-4,-60,272
-23,-28,22,666
45,37,26,1691
20,-19,-79,-459
-37,-62,-49,2245
-8,-9,-89,-17
-48,-47,-89,2167
-41,17,4,-693
48,-18,5,-859
-71,-61,-65,4266
29,-15,-61,-496
1,-88,73,-15
90,-37,-31,-3361
-97,35,-95,-3490
95,88,72,8432
70,97,-92,6698
-32,-43,12,1388
19,-45,-14,-869
83,99,85,8302
-42,4,-84,-252
-81,-85,14,6899
-3,20,-19,-79
78,2,-46,110
4,11,-20,24
11,14,59,213
-25,18,-72,-522
-54,63,5,-3397
-76,8,21,-587
-65,-84,30,5490
19,-78,58,-1424
-74,-79,54,5900
48,91,50,4418
4,-11,-42,-86
61,-14,-100,-954
21,47,-95,892
29,-76,-83,-2287
-99,31,-53,-3122
99,30,-10,2960
81,28,-38,2230
47,21,66,1053
-50,-8,2,402
52,51,-12,2640
46,60,85,2845
-16,-73,21,1189
78,-3,-46,-280
70,-44,-24,-3104
-67,47,-37,-3186
-90,-14,54,1314
-88,-21,57,1905
21,-38,26,-772
100,-38,-29,-3829
33,2,-78,-12
-88,-28,-7,2457
-35,61,-100,-2235
39,-33,-32,-1319
-50,-60,81,3081
-42,-93,-45,3861
-61,-60,-70,3590
-17,-36,-48,564
59,57,-34,3329
-6,-65,-85,305
-76,77,61,-5791
24,0,-61,-61
40,-89,-71,-3631
-97,0,-99,-99
-12,-4,9,57
33,-25,-60,-885
100,45,-15,4485
94,93,60,8802
65,52,-18,3362
-48,99,49,-4703
71,37,100,2727
-11,41,-90,-541
-34,-83,51,2873
-66,-75,33,4983
-4,-72,0,288
-46,79,-34,-3668
-73,-1,-91,-18
-17,68,-77,-1233
-98,75,-92,-7442
-5,-91,52,507
96,-80,-73,-7753
78,-2,-47,-203
100,-54,28,-5372
-40,-86,64,3504
-96,-7,-59,613
-30,64,68,-1852
17,-12,18,-186
-30,-33,-19,971
38,-7,-33,-299
39,-61,25,-2354
-70,-62,-83,4257
88,86,69,7637
-99,89,-12,-8823
90,29,-62,2548
27,-29,-61,-844
4,98,-46,346
52,28,93,1549
-13,41,38,-495
82,26,-91,2041
27,-44,-79,-1267
10,-39,77,-313
50,45,-100,2150
96,74,-18,7086
-13,-97,12,1273
100,21,54,2154
23,54,52,1294
-13,39,-35,-542
71,-3,67,-146
-3,-85,-96,159
-62,-8,-93,403
-47,45,21,-2094
44,-19,80,-756
74,-21,-78,-1632
16,27,45,477
-56,-68,-36,3772
-23,77,-54,-1825
-44,39,89,-1627
15,-77,53,-1102
17,-19,100,-223
-80,30,-97,-2497
-65,20,-42,-1342
-59,17,-2,-1005
48,64,-7,3065
86,19,2,1636
-96,18,66,-1662
78,74,66,5838
-58,-72,21,4197
22,87,74,1988
-58,28,-23,-1647
-2,65,-1,-131
-87,-2,-42,132
-17,45,27,-738
83,-9,88,-659
-56,-19,31,1095
-36,74,50,-2614
60,-6,67,-293
-51,30,-69,-1599
24,74,35,1811
56,70,19,3939
33,-29,80,-877
-98,54,16,-5276
-96,14,33,-1311
59,84,5,4961
-87,69,30,-5973
-35,24,83,-757
7,-95,-69,-734
12,-99,-55,-1243
-24,19,-65,-521
-95,-58,-12,5498
1,-69,-29,-98
84,32,-31,2657
-54,-91,89,5003
46,21,16,982
-75,-5,74,449
67,91,11,6108
12,99,97,1285
-11,-57,-42,585
-26,92,21,-2371
56,95,45,5365
-33,-69,-52,2225
-91,-1,51,142
-77,51,-83,-4010
14,-47,10,-648
16,-8,11,-117
-31,-15,42,507
-23,22,-42,-548
60,-2,63,-57
65,40,-21,2579
38,99,18,3780
86,94,51,8135
-82,-41,40,3402
41,25,59,1084
20,-70,-89,-1489
-11,37,44,-363
16,37,32,624
-44,28,-19,-1251
-18,-77,-77,1309
12,-85,-15,-1035
53,5,-77,188
98,-64,69,-6203
64,63,-52,3980
-9,-72,-76,572
-6,72,-67,-499
64,75,95,4895
-84,8,-73,-745
14,77,5,1083
-79,87,8,-6865
11,-47,-28,-545
-41,-93,-81,3732
-69,40,63,-2697
-7,-18,12,138
-37,61,-25,-2282
-92,-72,-99,6525
-18,-47,48,894
90,-49,-97,-4507
-74,44,0,-3256
-25,54,-33,-1383
-94,-68,-21,6371
97,69,67,6760
-1,92,48,-44
57,97,73,5602
-90,82,44,-7336
-24,44,-79,-1135
-5,89,62,-383
8,32,83,339
-20,5,-36,-136
68,-17,-57,-1213
44,87,1,3829
81,-23,75,-1788
11,-21,-74,-305
26,-7,-4,-186
-15,79,41,-1144
82,9,62,800
-38,28,-8,-1072
-44,-32,-62,1346
92,-94,72,-8576
36,-70,81,-2439
62,7,80,514
-65,-13,78,923
31,22,-82,600
-79,-24,-74,1822
93,26,11,2429
5,60,60,360
-84,-63,46,5338
-9,50,-97,-547
92,11,-10,1002
44,45,-13,1967
-81,-98,-38,7900
-5,-81,77,482
-84,91,32,-7612
-83,89,-54,-7441
19,-75,-83,-1508
3,-20,43,-17
-52,20,-87,-1127
19,72,-91,1277
87,-33,-87,-2958
34,-81,95,-2659
10,19,55,245
-36,30,-49,-1129
12,-49,-74,-662
34,69,63,2409
-73,42,41,-3025
-46,30,82,-1298
-43,-93,-30,3969
37,92,-81,3323
-98,-69,63,6825
32,-59,-75,-1963
48,68,41,3305
-10,20,-62,-262
28,-9,-44,-296
88,56,-79,4849
80,49,-75,3845
50,-56,27,-2773
-59,-20,42,1222
-42,-97,-30,4044
18,18,39,363
-68,-18,-13,1211
99,-44,-78,-4434
1,31,-55,-24
27,-7,88,-101
-52,1,57,5
-44,5,95,-125
8,-75,35,-565
-64,-56,-82,3502
-70,35,72,-2378
-8,-27,43,259
17,53,-61,840
28,-37,-67,-1103
63,-42,-48,-2694
-58,96,70,-5498
92,61,4,5616
-94,-27,15,2553
63,-98,-32,-6206
56,-86,58,-4758
-26,-93,46,2464
23,68,88,1652
-96,-89,11,8555
-81,-93,-58,7475
-45,-38,-97,1613
85,-35,-36,-3011
-86,14,-5,-1209
-64,-30,35,1955
5,89,34,479
-2,-52,81,185
-53,-37,-79,1882
58,41,-56,2322
-62,-74,-80,4508
14,-13,7,-175
-40,-30,20,1220
-58,-61,4,3542
-48,-62,81,3057
-93,-33,-13,3056
74,85,-47,6243
-92,88,-9,-8105
74,-91,81,-6653
8,52,99,515
-17,29,-62,-555
-4,-77,-42,266
-77,-25,71,1996
-87,43,56,-3685
46,-88,49,-3999
79,-96,-82,-7666
10,17,56,226
25,-62,-1,-1551
64,13,49,881
-3,-38,86,200
-82,-86,55,7107
36,-67,-65,-2477
58,63,100,3754
14,-81,-72,-1206
76,20,-25,1495
-44,-70,-62,3018
27,-95,29,-2536
-77,-86,96,6718
-40,-93,-42,3678
-87,80,-47,-7007
-37,42,-52,-1606
-34,-51,53,1787
65,86,-76,5514
-12,-29,-73,275
50,-58,93,-2807
-7,-23,5,166
94,-65,-4,-6114
-22,-54,-25,1163
-1,-55,-100,-45
0,-34,-34,-34
47,-64,8,-3000
-25,70,-56,-1806
17,12,18,222
-37,20,-72,-812
-63,63,-88,-4057
-4,84,47,-289
-16,89,26,-1398
12,-79,19,-929
57,-89,95,-4978
44,-42,-37,-1885
-83,91,88,-7465
22,-1,-13,-35
-44,46,63,-1961
14,-19,-67,-333
-82,33,-20,-2726
9,-97,54,-819
-81,-51,-14,4117
-76,60,-82,-4642
-30,-78,-45,2295
-3,-73,-77,142
12,29,-44,304
-38,17,94,-552
24,61,-71,1393
-1,-34,70,104
-91,-9,-6,813
94,79,-5,7421
-32,51,-43,-1675
1,11,-34,-23
-5,-71,52,407
-9,-78,17,719
-52,88,93,-4483
28,-44,71,-1161
-59,87,-34,-5167
-84,-90,88,7648
30,-95,68,-2782
-59,78,54,-4548
-62,76,34,-4678
-91,37,21,-3346
-90,66,46,-5894
69,-80,-17,-5537
-45,84,-51,-3831
70,-90,80,-6220
92,5,-40,420
71,84,30,5994
80,69,2,5522
88,-6,17,-511
66,77,-91,4991
86,97,-68,8274
-97,-73,-51,7030
65,-36,-73,-2413
29,11,-34,285
-63,-91,-100,5633
-2,-2,-40,-36
44,-52,-31,-2319
-68,18,-35,-1259
35,-24,-8,-848
8,-40,-60,-380
50,7,-91,259
-63,-46,-40,2858
-24,-72,63,1791
89,80,-82,7038
66,-20,57,-1263
-23,1,53,30
87,18,-19,1547
41,-32,4,-1308
79,24,22,1918
42,-59,-37,-2515
90,29,52,2662
-98,9,56,-826
-92,-77,76,7160
53,-97,49,-5092
100,-15,39,-1461
81,-49,25,-3944
-83,37,-64,-3135
-25,74,82,-1768
-74,65,65,-4745
-93,52,-67,-4903
35,54,-78,1812
69,-67,74,-4549
-68,-40,75,2795
-16,-28,23,471
66,54,-39,3525
-73,51,76,-3647
-4,-26,33,137
-85,78,62,-6568
-86,-77,-20,6602
-28,36,-52,-1060
16,-42,31,-641
-38,-63,-74,2320
79,21,16,1675
-95,95,-46,-9071
53,98,-65,5129
-41,26,33,-1033
-34,10,-85,-425
40,1,-64,-24
4,81,-44,280
-59,44,33,-2563
-99,98,53,-9649
54,77,-13,4145
-79,79,37,-6204
-38,92,-2,-3498
11,-98,-39,-1117
47,-98,-76,-4682
91,-25,-33,-2308
-71,23,-58,-1691
-90,27,-50,-2480
-27,-75,1,2026
24,82,-6,1962
-91,-41,-25,3706
-49,64,20,-3116
-91,-22,-25,1977
-44,-32,-61,1347
92,28,-57,2519
10,-26,34,-226
-100,-56,-19,5581
56,-64,-83,-3667
33,-77,-94,-2635
-6,-45,40,310
-58,27,61,-1505
-1,-51,71,122
-36,-33,-43,1145
-27,-41,16,1123
-32,94,-36,-3044
-98,85,46,-8284
-63,-67,21,4242
-89,22,-32,-1990
20,85,-28,1672
-17,-38,6,652
22,-64,96,-1312
52,23,-57,1139
5,-14,100,30
-75,-6,-98,352
9,-61,11,-538
73,-79,-7,-5774
-5,-11,73,128
84,-71,63,-5901
88,84,96,7488
24,-92,-59,-2267
-25,29,-39,-764
-18,-5,39,129
-98,-50,-34,4866
43,-26,-33,-1151
50,27,100,1450
88,-60,98,-5182
-28,10,77,-203
57,1,-79,-22
53,42,-88,2138
-42,9,33,-345
48,55,-22,2618
-76,46,33,-3463
-76,37,23,-2789
87,-86,-46,-7528
84,91,1,7645
14,-73,5,-1017
-40,27,59,-1021
53,78,-54,4080
-44,20,-38,-918
14,-18,-65,-317
-90,-61,-55,5435
30,41,-50,1180
29,-72,-78,-2166
5,-76,-52,-432
-11,22,-4,-246
11,-54,-97,-691
-30,49,80,-1390
-62,-98,-80,5996
99,-1,99,0
25,-97,94,-2331
-69,-97,23,6716
80,24,78,1998
31,60,-50,1810
71,33,60,2403
72,-28,42,-1974
-24,-79,-95,1801
13,26,-46,292
65,28,-24,1796
89,78,-9,6933
26,-93,91,-2327
9,16,-94,50
39,64,77,2573
-7,-99,-73,620
-14,-8,64,176
71,82,-82,5740
58,7,78,484
-5,-28,69,209
-2,-37,-81,-7
26,-40,23,-1017
29,-59,45,-1666
3,-38,-65,-179
-80,-60,-75,4725
93,84,48,7860
40,29,60,1220
-30,-27,32,842
-54,35,-37,-1927
-97,7,29,-650
-84,-60,-8,5032
92,70,-93,6347
-40,-45,-23,1777
-41,-28,3,1151
-27,-100,-95,2605
10,6,-82,-22
-17,-86,-34,1428
-51,-27,24,1401
-50,47,71,-2279
-45,6,75,-195
2,43,-25,61
-96,-73,-92,6916
47,22,-51,983
-22,-8,-22,154
57,0,83,83
30,-81,30,-2400
38,56,15,2143
-7,82,79,-495
90,56,-13,5027
-58,37,-36,-2182
94,-2,-8,-196
44,-25,-53,-1153
44,-11,17,-467
47,46,-7,2155
-54,-25,-94,1256
17,-69,-70,-1243
-23,-95,66,2251
-74,58,92,-4200
-79,43,82,-3315
-36,-60,-98,2062
83,-19,30,-1547
78,50,64,3964
76,46,82,3578
48,-60,-52,-2932
-44,-3,6,138
5,71,23,378
28,77,83,2239
-80,98,79,-7761
-11,-52,-42,530
64,-2,82,-46
-68,7,94,-382
68,-12,-3,-819
-48,25,65,-1135
-80,68,-52,-5492
74,-28,29,-2043
-26,-36,31,967
44,-48,-60,-2172
-20,-45,27,927
17,40,87,767
51,36,49,1885
14,-99,55,-1331
8,-1,-84,-92
-22,12,-84,-348
80,-86,-100,-6980
95,50,-44,4706
-21,-17,53,410
65,-15,-44,-1019
-89,4,-61,-417
-60,88,73,-5207
-72,67,89,-4735
67,38,-15,2531
-51,-1,-32,19
10,-35,17,-333
33,-38,-75,-1329
-93,32,-29,-3005
29,99,-15,2856
-72,76,-56,-5528
99,2,-20,178
-76,-39,-75,2889
-49,-82,83,4101
95,-77,-46,-7361
24,31,-85,659
90,32,98,2978
86,12,71,1103
-95,-33,-50,3085
57,-78,-55,-4501
9,-50,28,-422
59,60,88,3628
-25,-86,-76,2074
90,-19,-99,-1809
-57,9,31,-482
-65,30,100,-1850
-9,-19,45,216
64,-66,33,-4191
40,31,-60,1180
10,86,33,893
-27,-2,65,119
-78,24,34,-1838
-31,-25,-21,754
-59,-22,-35,1263
8,-13,57,-47
-43,29,20,-1227
-99,-72,49,7177
28,-62,81,-1655
-98,95,-41,-9351
-64,70,87,-4393
81,46,61,3787
-17,-31,71,598
46,-20,-9,-929
34,46,91,1655
90,-60,-40,-5440
-83,-11,-5,908
-61,-30,33,1863
-6,-23,35,173
-98,13,26,-1248
85,48,10,4090
-19,20,19,-361
100,82,-81,8119
51,3,3,156
83,3,22,271
-43,-70,-95,2915
-58,87,-84,-5130
-5,31,6,-149
56,-47,83,-2549
-96,49,-20,-4724
-95,-39,62,3767
-67,-91,-3,6094
-98,-21,-53,2005
-29,86,-60,-2554
-7,96,7,-665
77,36,-51,2721
-34,-71,-79,2335
-95,51,84,-4761
-51,-4,5,209
53,24,70,1342
48,-99,41,-4711
56,80,27,4507
-90,-80,-54,7146
29,41,69,1258
-14,-95,-98,1232
-43,-1,-11,32
16,-56,-11,-907
-8,-55,27,467
72,-72,-37,-5221
-90,94,86,-8374
14,16,-13,211
63,50,-22,3128
65,42,7,2737
-6,2,-17,-29
-81,46,57,-3669
-50,35,-12,-1762
-9,-16,-92,52
42,-47,-68,-2042
44,-39,-58,-1774
31,66,-33,2013
-99,100,-62,-9962
92,-69,57,-6291
0,27,-17,-17
32,-3,-25,-121
-96,-57,67,5539
-77,74,39,-5659
75,6,-32,418
-93,38,96,-3438
-84,22,64,-1784
0,-18,-49,-49
-47,-31,88,1545
-100,74,4,-7396
8,-100,92,-708
80,24,63,1983
95,-94,98,-8832
42,92,-59,3805
-58,44,-50,-2602
88,57,38,5054
-28,-27,4,760
82,-70,-65,-5805
-23,40,-92,-1012
-52,-70,-34,3606
51,-49,28,-2471
92,39,-48,3540
-78,47,-50,-3716
-69,-84,-52,5744
43,-71,-37,-3090
-89,-44,-42,3874
43,40,-27,1693
-29,69,-40,-2041
-31,40,7,-1233
64,72,95,4703
73,-52,29,-3767
-2,-14,41,69
96,46,-26,4390
89,10,-94,796
-29,-13,-68,309
39,-99,99,-3762
40,-1,-7,-47
89,79,24,7055
-41,83,36,-3367
-32,1,19,-13
95,-74,39,-6991
83,95,25,7910
-14,44,-72,-688
-54,-69,100,3826
-74,-45,-16,3314
-18,36,84,-564
-90,11,-78,-1068
-17,-32,-85,459
-2,6,59,47
1,-79,1,-78
2,-72,88,-56
23,-35,-53,-858
40,82,-4,3276
-76,82,20,-6212
81,-75,-23,-6098
23,42,-60,906
47,15,-81,624
35,-81,-80,-2915
98,-22,-40,-2196
41,-87,-84,-3651
-28,42,-100,-1276
32,-68,-2,-2178
-88,88,-76,-7820
54,-65,83,-3427
-13,62,-70,-876
-91,-49,12,4471
-48,-83,-96,3888
-9,71,6,-633
14,94,-34,1282
70,32,-82,2158
36,-92,27,-3285
-18,-46,51,879
-71,-22,-9,1553
76,9,84,768
-8,4,86,54
-53,14,-36,-778
-18,-12,54,270
-27,-43,22,1183
-29,57,-93,-1746
34,-61,-16,-2090
-67,-27,59,1868
68,-63,-73,-4357
46,14,21,665
-39,-74,-14,2872
-33,-86,-10,2828
-95,72,67,-6773
16,65,-82,958
-92,-56,69,5221
-93,-61,-71,5602
21,68,-86,1342
29,86,11,2505
50,-74,47,-3653
86,-32,82,-2670
-99,99,44,-9757
47,-100,29,-4671
74,76,86,5710
68,-4,-53,-325
31,23,76,789
13,-33,85,-344
33,2,-39,27
-80,13,-64,-1104
4,-87,82,-266
-18,65,74,-1096
3,-7,-9,-30
-12,87,-80,-1124
30,-11,-35,-365
46,9,69,483
47,25,-43,1132
-68,79,70,-5302
30,-6,-88,-268
61,18,97,1195
56,-77,-82,-4394
51,20,-8,1012
-37,11,5,-402
-43,-24,67,1099
-17,45,72,-693
-8,-100,-85,715
